time,theta,theta_dot,tau
0.0,0.002,0.2,2
0.01,0.005899,0.3899,2
0.02,0.0116001005,0.57011005,2
0.03,0.01901034592475,0.741024542475,2
0.04,0.028040573905300126,0.9030227980550125,2
0.05,0.0386052701998701,1.0564696294569969,2
0.06,0.05062242904461163,1.2017158844741536,2
0.07,0.06401341873259378,1.3390989687982153,2
0.08,0.07870285222681053,1.4689433494216748,2
0.09,0.09461846262020304,1.5915610393392505,2
0.1,0.11169098326261583,1.7072520642412778,2
0.11,0.12985403238127666,1.8163049118660832,2
0.12,0.14904400202781382,1.9189969646537153,2
0.13,0.16875527615982464,1.9711274132010823,1.5553249688144355
0.14,0.18813306792165627,1.937779176183164,0.7364589745012697
0.15,0.20680095666137926,1.8667888739722993,0.35305309994376266
0.16,0.22460933833892568,1.7808381677546419,0.17728785314026396
0.17,0.24151532526349356,1.6905986924567877,0.10032900006824264
0.18,0.25752545041549546,1.601012515200189,0.07019523629415403
0.19,0.27266837640766506,1.5142925992169574,0.06206982297552521
0.2,0.28698193669750816,1.4313560289843084,0.06411478548582039
0.21,0.30050702063879436,1.3525083941286202,0.07069263428402728
0.22,0.31328472446095684,1.27777038221625,0.07912758826000577
0.23,0.32535505879049165,1.2070334329534798,0.08815806071090115
0.24,0.3367563961454141,1.1401337354922458,0.09719727125964539
0.25,0.34752526843282133,1.0768872287407243,0.10597999830361449
0.26,0.3576963283082375,1.0171059875416177,0.11439383659570801
0.27,0.3673023856392267,0.9606057330989191,0.1223986134979409
0.28,0.37637447683806463,0.9072091198837954,0.1299879272178357
0.29,0.3849419470481862,0.8567470210121529,0.13717080964450545
0.3,0.39303253577727176,0.8090588729085599,0.1439630029942398
0.31,0.40067246163007636,0.7639925852804615,0.15038282806193148
0.32,0.407886504203881,0.7214042573804623,0.1564492444552772
0.33,0.4146980823532142,0.6811578149333176,0.16218095632072504
0.34,0.4211293285697452,0.6431246216531042,0.16759601584113248
0.35000000000000003,0.4272011594740542,0.6071830904308935,0.17271166288931727
0.36,0.4329333425293343,0.5732183055280132,0.17754427592367117
0.37,0.4383445591351125,0.5411216605778215,0.1821093745267568
0.38,0.4434524642762251,0.5107905141112604,0.18642164519085647
0.39,0.4482737429050066,0.4821278628781524,0.19049497686266248
0.4,0.4528241632307708,0.45504203257642,0.19434249987425556
0.41000000000000003,0.4571186270839183,0.42944638531475166,0.19797662528691173
0.42,0.4611712175141589,0.40525904302406107,0.20140908329242935
0.43,0.4649952437742177,0.3824026260058764,0.20465096008726302
0.44,0.46860328383238536,0.36080400581676947,0.20771273299897808
0.45,0.47200722454954475,0.3403940717159385,0.2106043038162675
0.46,0.4752182996489221,0.321107509937732,0.2133350303506767
0.47000000000000003,0.4782471255998016,0.3028825950879474,0.21591375629548093
0.48,0.48110373552979524,0.2856609929993639,0.21834883945803973
0.49,0.48379761127397247,0.26938757441772365,0.22064817844817664
0.5,0.48633771366320755,0.2540102389235059,0.2228192379036702
0.51,0.48873251114848065,0.23947974852730766,0.22486907233137443
0.52,0.49099000685255517,0.22574957040745028,0.2268043486393203
0.53,0.4931177641354308,0.21277572828756217,0.22863136743112156
0.54,0.4951229307552257,0.20051666197948845,0.23035608313075917
0.55,0.49701226170165497,0.1889330946429285,0.23198412300175786
0.56,0.4987921407750335,0.17798790733785042,0.23352080512151074
0.5700000000000001,0.5004686009797236,0.16764602046901045,0.23497115536804225
0.58,0.5020473437971629,0.1578742817439315,0.23633992347357768
0.59,0.5035337574000277,0.14864136028648423,0.23763159819607438
0.6,0.5049329338657067,0.13991764656789488,0.23885042165736237
0.61,0.5062496854440622,0.13167515783554878,0.2400004028933398
0.62,0.5074885599314379,0.1238874487375681,0.2410853306599987
0.63,0.5086538552000146,0.11652952685766815,0.24210878553550352
0.64,0.5097496329289202,0.10957777289055542,0.24307415135771415
0.65,0.5107797315809492,0.1030098652029024,0.24398462603320747
0.66,0.5117477786663388,0.09680470853895835,0.24484323175248535
0.67,0.5126572023327697,0.09094236664308601,0.24565282464392513
0.68,0.5135112423186097,0.08540399858399945,0.24641610389706226
0.6900000000000001,0.5143129603043838,0.08017179857741322,0.24713562038544223
0.7000000000000001,0.5150652496955317,0.0752289391147957,0.24781378481472327
0.71,0.5157708448676983,0.07055951721666259,0.24845287542383265
0.72,0.5164323299040855,0.06614850363871555,0.24905504526271005
0.73,0.5170521468527717,0.061981694868615544,0.2496223290704005
0.74,0.5176326035303722,0.058045667760050365,0.2501566497750418
0.75,0.5181758808969643,0.05432773665921018,0.25065982463680947
0.76,0.5186840400258319,0.050815912886758435,0.2511335710535698
0.77,0.5191590286902904,0.04749886644585018,0.25157951204721263
0.78,0.5196026875886298,0.0443658898339407,0.2519991814489755
0.79,0.5200167562270575,0.04140686384275923,0.2523940287994706
0.8,0.52040287847943,0.038612225237251115,0.25276542397982715
0.81,0.5207626078415324,0.0359729362102417,0.25311466158824647
0.8200000000000001,0.5210974123966851,0.033480455515264025,0.2534429650761103
0.8300000000000001,0.5214086795085384,0.0311267111853383,0.2537514906567173
0.84,0.5216977202560448,0.028904074750635923,0.25404133099991455
0.85,0.5219657736247704,0.026805336872564395,0.2543135187226251
0.86,0.5222140104679361,0.02482368431657352,0.2545690296887586
0.87,0.5224435372498365,0.02295267819003841,0.2548087861269037
0.88,0.5226553995835945,0.021186233375806322,0.2550336595776166
0.89,0.5228505855745506,0.01951859909560437,0.2552444736776809
0.9,0.5230300289799641,0.017944340541351248,0.25544200679254625
0.91,0.5231946121951203,0.01645832151562428,0.255626994503388
0.92,0.523345169075379,0.015055688025871742,0.2558001319578469
0.93,0.5234824876031784,0.013731852779941841,0.2559620760913264
0.9400000000000001,0.5236073124085129,0.012482480533451187,0.25611344772665356
0.9500000000000001,0.5237203471509346,0.011303474242175917,0.2562548335582293
0.96,0.5238222567706867,0.010190961975205833,0.25638678802685444
0.97,0.5239136696161579,0.009141284547116142,0.2565098350920494
0.98,0.5239951794544542,0.008150983829626585,0.2566244699067415
0.99,0.5240673473715083,0.007216791705411469,0.2567311603998892
1.0,0.5241307035677961,0.006335619628783696,0.25683034877218214
1.01,0.5241857490553956,0.0055045487599453165,0.2569224529099061
1.02,0.524232957261808,0.0047208206412335425,0.25700786772055273
1.03,0.5242727755456643,0.003981828385638592,0.25708696639557127
1.04,0.5243056266291584,0.0032851083494048975,0.2571601016033145
1.05,0.5243319099517798,0.0026283322621497855,0.2572276066167305
1.06,0.5243520029496735,0.0020092997893742417,0.25728979637920935
1.07,0.5243662622647091,0.0014259315035501322,0.2573469685112828
1.08,0.5243750248871233,0.0008762622414230761,0.257399404262859
1.09,0.5243786092353856,0.0003584348262321127,0.25744736941236357
1.1,0.524377316176734,-0.00012930586515730286,0.2574911151169147
1.11,0.5243714299916423,-0.0005886185091619309,0.2575308787157421
1.12,0.5243612192852989,-0.0010210706343492467,0.25756688448936704
1.1300000000000001,0.524346937849007,-0.0014281436291944947,0.25759934437702237
1.1400000000000001,0.5243288254742603,-0.0018112374746743762,0.2576284586551074
1.1500000000000001,0.5243071087220912,-0.0021716752169056385,0.25765441657748034
1.16,0.524282001650151,-0.0025107071940096036,0.2576773969815531
1.17,0.5242537064998432,-0.002829515030790691,0.25769756886025985
1.18,0.5242224143457042,-0.0031292154139049007,0.25771509190338415
1.19,0.5241883057091078,-0.0034108636596411773,0.2577301170085369
1.2,0.5241515511382508,-0.003675457085694383,0.25774278676420126
1.21,0.524112311756274,-0.003923938197684695,0.2577532359063751
1.22,0.5240707397792679,-0.004157197700615838,0.25776159174998325
1.23,0.5240269790058193,-0.004376077344856671,0.2577679745969177
1.24,0.5239811652796612,-0.004581372615804147,0.25777249812100655
1.25,0.5239334269269038,-0.00477383527574386,0.2577752697325314
1.26,0.523883885169243,-0.004954175766079832,0.25777639092222027
1.27,0.5238326545144675,-0.005123065477555422,0.2577759575868257
1.28,0.5237798431255095,-0.00528113889580078,0.2577740603360025
1.29,0.5237255531692201,-0.005428995628945277,0.2577707847834094
1.3,0.5236698811459815,-0.005567202323869064,0.25776621182089954
1.31,0.5236129182012098,-0.005696294477167713,0.2577604178780697
1.32,0.5235547504197438,-0.005816778146609835,0.25775347516759983
