time,theta,theta_dot,tau
0.0,0.004,0.4,2
0.01,0.011956,0.7956,2
0.02,0.023820484,1.1864484,2
0.03,0.039542502676,1.5722018676,2
0.04,0.059067758662564,1.9525255986564,2
0.05,0.0823386943305998,2.3270935668035797,2
0.06,0.10773917953181898,2.540048520121918,1.2222987920971704
0.07,0.13164739180452564,2.3908212272706657,-0.5652644484842568
0.08,0.1541857963795214,2.253840457499575,-0.49953909158965715
0.09,0.17543221919314367,2.124642281362225,-0.45620595962200916
0.1,0.19546044358891002,2.002822439576636,-0.4151509852632618
0.11,0.21434003619199543,1.8879592603085422,-0.37644455256718246
0.12,0.23213659195698105,1.7796555764985613,-0.3399504379384801
0.13,0.24891196087029213,1.6775368913311077,-0.30554235103384997
0.14,0.264724461756234,1.5812500885941827,-0.273101188682924
0.15,0.27962908387605573,1.4904622119821735,-0.24251464775221976
0.16,0.2936776770174544,1.4048593141398649,-0.21367683667440662
0.17,0.3069191307316085,1.3241453714154054,-0.18648790940657634
0.18,0.31939954333732523,1.2480412605716773,-0.16085372028206635
0.19,0.33116238127651026,1.176283793918501,-0.1366854985686352
0.2,0.34224862937181494,1.1086248095304692,-0.1138995416059787
0.21,0.35269693250587053,1.0448303134055588,-0.09241692546212121
0.22,0.36254372921186,0.9846796705989492,-0.07216323210983422
0.23,0.37182337763722245,0.927964842536244,-0.05306829217764886
0.24,0.3805682743159166,0.8744896678694142,-0.035065942388725624
0.25,0.3888089661598139,0.8240691843897285,-0.01809379684699941
0.26,0.39657425605634944,0.7765289896535549,-0.0020930313814746526
0.27,0.40389130243745874,0.7317046381109279,0.012991819797717685
0.28,0.4107857131639871,0.6894410726528329,0.027213055833800848
0.29,0.4172816340501102,0.6495920886123112,0.04061999001202654
0.3,0.4234018323337739,0.6120198283663663,0.05325912022594581
0.31,0.4291677753816919,0.5765943047918007,0.06517428971237749
0.32,0.434599704900968,0.5431929519276143,0.07640683860950359
0.33,0.43971670691387454,0.5117002012906534,0.08699574686206013
0.34,0.4445367777376747,0.4820070823800125,0.09697776896826538
0.35000000000000003,0.4490768861975665,0.45401084598918334,0.10638756103369218
0.36,0.45335303228780455,0.4276146090238025,0.11525780057133828
0.37,0.45738030248377703,0.4027270195972488,0.12361929946232397
0.38,0.4611729218962411,0.3792619412464062,0.13150111046753787
0.39,0.46474430344800066,0.3571381551759592,0.13893062765820585
0.4,0.4681070942430204,0.3362790795019726,0.1459336811128653
0.41000000000000003,0.47127321928826266,0.31661250452422973,0.15253462620789437
0.42,0.4742539227193853,0.2980703431122658,0.15875642781052335
0.43,0.4770598066728068,0.2805883953421464,0.1646207396647088
0.44,0.479700867938512,0.26410612657052157,0.17014797924538638
0.45,0.48218653252029864,0.2485664581786634,0.1753573983384913
0.46,0.48452568822293146,0.23391557026328133,0.18026714959217216
0.47000000000000003,0.4867267153788506,0.22010271559191372,0.1848943492677917
0.48,0.48879751582065006,0.20708004417994505,0.18925513640917768
0.49,0.4907455401994768,0.19480243788267265,0.19336472863296028
0.5,0.49257781374378495,0.18322735443081323,0.19723747473457487
0.51,0.49430096054748673,0.17231468037017605,0.20088690429024725
0.52,0.49592122647145925,0.1620265923972515,0.20432577442762945
0.53,0.49744450073757246,0.1523274266113208,0.2075661139259386
0.54,0.49887633628988387,0.1431835552311387,0.21061926479844184
0.55,0.5002219689933842,0.13456327035004062,0.2134959215010085
0.56,0.5014863357366606,0.12643667432763933,0.21620616790218772
0.5700000000000001,0.502674091501052,0.11877557643914397,0.21875951214223543
0.58,0.5037896254553041,0.11155339542521413,0.221164919502834
0.59,0.5048370761313573,0.10474506760531233,0.22343084339940378
0.6,0.5058203457337268,0.09832696023695414,0.22556525460415333
0.61,0.506743113631942,0.09227678982151774,0.22757566880152913
0.62,0.5076088490826811,0.08657354507391216,0.229469172569019
0.63,0.5084208232255835,0.08119741429023297,0.23125244787664023
0.64,0.509182120394202,0.07612971686184875,0.2329317951853822
0.65,0.5098956487811988,0.07135283869967621,0.2345131552293307
0.66,0.5105641504946486,0.06685017134499258,0.23600212955216504
0.67,0.5111902110402147,0.06260605455660725,0.23740399987264738
0.68,0.5117762682619721,0.05860572217573655,0.23872374634358418
0.6900000000000001,0.5123246207727878,0.05483525108157502,0.2399660647689652
0.7000000000000001,0.5128374359033987,0.05128151306108986,0.24113538283804692
0.71,0.5133167571976638,0.04793212942650512,0.24223587543183012
0.72,0.5137645114799025,0.04477542822387251,0.2432714790569941
0.73,0.5141825155187489,0.04180040388464522,0.24424590545500846
0.74,0.514572482310556,0.0389966791807079,0.24516265443392016
0.75,0.5149360270040712,0.03635446935151293,0.24602502596833853
0.76,0.5152746724868639,0.03386454827927038,0.24683613160839846
0.77,0.5155898546528161,0.03151821659522362,0.24759890523716166
0.78,0.5158829273688831,0.02930727160669652,0.24831611321353375
0.79,0.5161551671582951,0.027223978941203087,0.24899036393730922
0.8,0.5164077776163879,0.02526104580927424,0.2496241168665635
0.81,0.5166418935743269,0.023411595793898083,0.2502196910217769
0.8200000000000001,0.5168585850251183,0.021669145079140084,0.25077927300306835
0.8300000000000001,0.5170588608254779,0.02002758003595876,0.2513049245506095
0.84,0.5172436721863547,0.018481136087681482,0.2517985896731505
0.85,0.5174139159641756,0.017024377782097467,0.25226210136964133
0.86,0.5175704377641872,0.01565218000116274,0.2526971879665191
0.87,0.5177140348666234,0.014359710243618562,0.2531054790944308
0.88,0.5178454589858134,0.01314241191899791,0.25348851132238936
0.89,0.5179654188717681,0.011995988595466668,0.2538477334712004
0.9,0.5180745827632375,0.0109163891469398,0.254184511623023
0.91,0.5181735807007195,0.009899793748197973,0.2545001338452566
0.92,0.5182630067074148,0.008942600669528357,0.2547958146444216
0.93,0.5183434208456681,0.008041413825332756,0.2550726991662058
0.9400000000000001,0.5184153511560032,0.007193031033513732,0.25533186715500555
0.9500000000000001,0.5184792954854559,0.006394432945266672,0.255574336688442
0.96,0.5185357232115237,0.005642772606779113,0.2558010676975535
0.97,0.5185850768676928,0.004935365616914834,0.2560129652867794
0.98,0.5186277736761612,0.004269680846838787,0.25621088286431193
0.99,0.5186642069930548,0.003643331689356978,0.2563956250930135
1.0,0.5186947476711349,0.003054067808010964,0.2565679506742652
1.01,0.5187197453447061,0.0024997673571238617,0.25672857497153245
1.02,0.5187395296411657,0.0019784296459504753,0.2568781724843423
1.03,0.518754411323384,0.0014881682218302,0.25701737918227896
1.04,0.5187646833668648,0.001027204348076039,0.2571467947040127
1.05,0.5187706219754071,0.000593860854238793,0.25726698443164997
1.06,0.5187724875387828,0.00018655633756751219,0.2573784814470591
1.07,0.5187705255357364,-0.00019620030463461896,0.25748178837525915
1.08,0.518764967385433,-0.0005558150303434201,0.2575773791240925
1.09,0.5187560312502936,-0.0008936135139437469,0.2576657005231977
1.1,0.5187439227929959,-0.0012108457297673176,0.25774717387033175
1.11,0.5187288358902564,-0.001508690273946966,0.2578221963891113
1.12,0.5187109533058604,-0.0017882584396068154,0.2578911426031316
1.1300000000000001,0.5186904473252679,-0.002050598059249342,0.2579543656327372
1.1400000000000001,0.5186674803539885,-0.0022966971279480327,0.25801219841617806
1.1500000000000001,0.5186422054817932,-0.002527487219533375,0.2580649548626701
1.16,0.5186147670147145,-0.002743846707865416,0.2581129309382597
1.17,0.5185853009766737,-0.0029466038040922623,0.25815640569082976
1.18,0.5185539355824675,-0.003136539420617201,0.2581956422155075
1.19,0.5185207916837531,-0.003314389871445333,0.25823088856606224
1.2,0.5184859831895686,-0.0034808494184489164,0.2582623786132864
1.21,0.5184496174628461,-0.0036365726722466848,0.258290332854873
1.22,0.5184117956942866,-0.0037821768559531785,0.25831495917927827
1.23,0.5183726132548887,-0.003918243939796572,0.2583364535851287
1.24,0.5183321600283515,-0.0040453226537272785,0.258355000860801
1.25,0.5182905207244987,-0.004163930385279024,0.25837077522373064
1.26,0.5182477751748092,-0.004274554968944588,0.25838394092465755
1.27,0.5182039986110742,-0.004377656373504056,0.25839465281616003
1.28,0.5181592619281453,-0.004473668292897669,0.25840305688989385
1.29,0.5181136319316814,-0.004562999646401132,0.25840929078191044
1.3,0.5180671715717506,-0.004646035993069707,0.25841348425017774
1.31,0.5180199401630962,-0.004723140865452812,0.2584157596243063
1.32,0.5179719935928241,-0.004794657027205894,0.25841623222951005
1.33,0.5179233845162363,-0.004860907658779022,0.2584150107871861
1.34,0.5178741625414802,-0.004922197475606137,0.25841219779104363
1.35,0.5178243744036577,-0.004978813782249546,0.25840788986374275
1.36,0.5177740641289923,-0.005031027466539383,0.2584021780912672
1.37,0.5177232731896241,-0.0050790939368199,0.2583951483397666
1.3800000000000001,0.5176720406495665,-0.005123254005762189,0.2583868815532596
1.3900000000000001,0.5176204033023293,-0.005163734723720303,0.2583774540347046
1.4000000000000001,0.5175683958006849,-0.005200750164431711,0.2583669377114216
1.41,0.5175160507790248,-0.005234502166006583,0.25835540038424654
1.42,0.5174633989687304,-0.005265181029448363,0.2583429059640032
1.43,0.5174104693069564,-0.005292966177395564,0.2583295146931568
1.44,0.5173572890392041,-0.005318026775232254,0.258315283355425
1.45,0.5173038838160366,-0.005340522316743879,0.25830026547328233
1.46,0.5172502777842733,-0.0053606031763324125,0.2582845114942385
1.47,0.5171964936729767,-0.005378411129668137,0.25826806896664145
1.48,0.5171425528745298,-0.0053940798446863725,0.25825098270491376
1.49,0.5170884755210848,-0.0054077353444935364,0.2582332949459948
1.5,0.5170342805566458,-0.0054194964439012285,0.25821504549627927
1.51,0.5169799858050361,-0.005429475160964182,0.25819627187081307
1.52,0.5169256080339854,-0.005437777105074471,0.2581770094239184
1.53,0.5168711630155564,-0.005444501842903704,0.2581572914725928
1.54,0.5168166655831221,-0.005449743243426741,0.2581371494130178
1.55,0.5167621296850898,-0.005453589803233416,0.25811661283035636
1.56,0.5167075684355564,-0.005456124953342878,0.2580957096018359
1.57,0.5166529941620724,-0.005457427348396571,0.25807446599484263
1.58,0.5165984184506781,-0.005457571139430373,0.2580529067584474
1.59,0.5165438521883678,-0.00545662623102734,0.2580310552103827
1.6,0.51648930560313,-0.005454658523790157,0.25800893331881847
