time,theta,theta_dot,tau
0.0,0.1,10.0,10
0.01,0.049499999999999995,-5.050000000000001,-10
0.02,0.12400250000000002,7.4502500000000005,10
0.03,0.06063373750000002,-6.3368762499999995,-10
0.04,0.12864618756250001,6.801245006249999,10
0.05,0.06200918165593754,-6.663700590656248,-10
0.06,0.12838063279437661,6.637145113843907,10
0.07,0.06092445519962428,-6.745617759475234,-10
0.08,0.12689174412624998,6.59672889266257,10
0.09,0.05924092986893159,-6.7650814257318395,-10
0.1,0.12511931809092774,6.587838822199615,10
0.11,0.05743291561147118,-6.768640247945656,-10
0.12,0.12330254979368553,6.586963418221435,10
0.13,0.05562085413582425,-6.768169565786128,-10
0.14,0.1215019020362145,6.588104790039024,10
0.15,0.05383491647622854,-6.766698555998596,-10
0.16,0.11973224911385441,6.589733263762588,10
0.17,0.052082254187098054,-6.764999492675635,-10
0.18,0.11799684545278438,6.591459126568633,10
0.19,0.05036415685836364,-6.763268859442075,-10
0.2,0.11629599177686144,6.59318349184978,10
0.21,0.04868042927722603,-6.76155624996354,-10
0.22,0.1146292458810222,6.594881660379617,10
0.23,0.04703050795351517,-6.759873792750703,-10
0.24,0.11299598644999408,6.596547849647891,10
0.25,0.04541374576598356,-6.758224068401052,-10
0.26,0.11139555669514838,6.598181092916482,10
0.27,0.04382948437625504,-6.756607231889333,-10
0.28,0.10982730079492711,6.599781641867207,10
0.29,0.04227707250028853,-6.755022829463858,-10
0.3,0.10829057299046782,6.601350049017929,10
0.31,0.040755870370605116,-6.753470261986271,-10
0.32,0.10678473970882071,6.60288693382156,10
0.33,0.03926525067938441,-6.75194890294363,-10
0.34,0.10530917991126934,6.6043929231884935,10
0.35000000000000003,0.037804598627655464,-6.750458128361387,-10
0.36,0.10386328499271023,6.605868636505477,10
0.37,0.03637331175027406,-6.748997324243618,-10
0.38,0.1024464585703046,6.607314682003054,10
0.39,0.03497079968746834,-6.747565888283626,-10
0.4,0.10105811624761285,6.6087316560144505,10
0.41000000000000003,0.03359648394644704,-6.746163230116581,-10
0.42,0.0996976853761319,6.610120142968485,10
0.43,0.03224979766409365,-6.744788771203824,-10
0.44,0.09836460481975404,6.611480715566039,10
0.45,0.03093018537348545,-6.743441944626859,-10
0.46,0.09705832472348373,6.612813934999828,10
0.47000000000000003,0.029637102774865448,-6.742122194861828,-10
0.48,0.09577830628668195,6.614120351181651,10
0.49,0.028370016511156795,-6.740828977552516,-10
0.5,0.09452402154083846,6.615400502968166,10
0.51,0.027128403947975097,-6.739561759286335,-10
0.52,0.09329495313180354,6.616654918382844,10
0.53,0.025911752958058754,-6.738320017374479,-10
0.54,0.09209059410639606,6.61788411483373,10
0.55,0.024719561710032742,-6.7371032396363315,-10
0.56,0.09091044770330094,6.619088599326819,10
0.5700000000000001,0.02355133846141852,-6.735910924188241,-10
0.58,0.08975402714817021,6.6202688686751685,10
0.59,0.022406601355805203,-6.734742579236501,-10
0.6,0.08862085545284369,6.621425409703848,10
0.61,0.02128487822409869,-6.733597722874499,-10
0.62,0.08751046521860571,6.6225586994507015,10
0.63,0.02018570638976619,-6.732475882883952,-10
0.64,0.08642239844339761,6.623669205363141,10
0.65,0.01910863247799631,-6.73137659654013,-10
0.66,0.08535620633290569,6.624757385490938,10
0.67,0.018053212228695867,-6.730299410420983,-10
0.68,0.08431144911544745,6.625823688675158,10
0.6900000000000001,0.017019010313246014,-6.729243880220144,-10
0.7000000000000001,0.08328769586057908,6.626868554733306,10
0.71,0.016005600154942706,-6.728209570563637,-10
0.72,0.08228452430134979,6.6278924146407086,10
0.73,0.015012563753046576,-6.727196054830321,-10
0.74,0.08130152066012974,6.628895690708317,10
0.75,0.014039491510370664,-6.726202914975907,-10
0.76,0.08033827947793927,6.629878796756861,10
0.77,0.013085982064333854,-6.7252297413605415,-10
0.78,0.0793944034472095,6.630842138287564,10
0.79,0.012151642121411274,-6.724276132579822,-10
0.8,0.07846950324790512,6.631786112649385,10
0.81,0.011236086294912503,-6.723341695299261,-10
0.8200000000000001,0.07756319738694163,6.632711109202912,10
0.8300000000000001,0.010338936946021476,-6.722426044092016,-10
0.84,0.07667511204083133,6.633617509480985,10
0.85,0.009459824028032096,-6.7215288012799235,-10
0.86,0.07580488090149233,6.634505687346023,10
0.87,0.008598384933714981,-6.720649596777735,-10
0.88,0.07495214502515773,6.6353760091442755,10
0.89,0.007754264345753312,-6.719788067940442,-10
0.9,0.07411655268432235,6.636228833856904,10
0.91,0.00692711409018526,-6.718943859413709,-10
0.92,0.07329775922266579,6.637064513248053,10
0.93,0.006116592992792727,-6.718116622987306,-10
0.9400000000000001,0.07249542691289225,6.637883392009952,10
0.9500000000000001,0.005322366738377549,-6.71730601745147,-10
0.96,0.07170922481742834,6.638685807905079,10
