time,theta,theta_dot,tau
0.0,0.01,1.0,5
0.01,0.029589999999999998,1.959,5
0.02,0.057293492,2.7703492,4.463341000000002
0.03,0.0830710726096,2.5777580609600004,-0.3802391091999979
0.04,0.10743664304310849,2.436557043350848,-0.14891793954896215
0.05,0.13045090675860796,2.301426371549947,-0.1346236288127809
0.06,0.1521892624748307,2.1738355716222726,-0.1124432719490791
0.07,0.17272217695983988,2.0532914485009184,-0.09185887004490212
0.08,0.19211625687512005,1.9394079915280176,-0.07239790668440094
0.09,0.21043442804698234,1.8318171171862287,-0.05401464496578079
0.1,0.2277361402414883,1.730171219450596,-0.03664885121742678
0.11,0.24407755912317533,1.6341418881687026,-0.02024434239860362
0.12,0.2595117476737676,1.5434188550592305,-0.00474800835203304
0.13,0.2740888375864828,1.4577089912715173,0.009890325910164144
0.14,0.28785619119252015,1.3767353606037347,0.02371806370863183
0.15,0.3008585544426178,1.3002363250097648,0.036779989747158126
0.16,0.31313820143780857,1.2279646995190805,0.0491184147698398
0.17,0.3247350709762014,1.1596869538392864,0.06077331222375015
0.18,0.335686895556829,1.0951824580627594,0.07178244737332307
0.19,0.3460293232572375,1.0342427700408523,0.0821814992814307
0.2,0.35579603287847844,0.9766709621240955,0.09200417605300526
0.21,0.3650188427294147,0.9222809850936261,0.10128232371171109
0.22,0.37372781340171013,0.8708970672295427,0.11004602906301564
0.23,0.38195134486746085,0.8223531465750705,0.11832371687440268
0.24,0.389716268213089,0.7764923345628187,0.12614224168748578
0.25,0.3970479323057962,0.7331664092707184,0.13352697455860651
0.26,0.4039702856725039,0.6922353366707704,0.14050188500730165
0.27,0.41050595385574795,0.6535668183244011,0.14708961843855928
0.28,0.4166763124963815,0.6170358640633516,0.1533115692875069
0.29,0.4225015563791415,0.5825243882760012,0.1591879501241089
0.3,0.42800076466409226,0.5499208284950781,0.1647378569401554
0.31,0.4331919625146406,0.5191197850548352,0.16997933082984762
0.32,0.43809217932117867,0.4900216806538073,0.17492941626314762
0.33,0.44271750370841406,0.46253243872354105,0.17960421614001953
0.34,0.44708313550405854,0.4365631795644486,0.18401894380345318
0.35000000000000003,0.45120343483673153,0.4120299332672996,0.1881879721791737
0.36,0.455091968521663,0.3888533684931447,0.19212488020105134
0.37,0.45876155388401896,0.366958536235593,0.19584249667170184
0.38,0.4622243001613974,0.34627462773784345,0.19935294170038054
0.39,0.46549164761922257,0.3267347457825216,0.20266766585165796
0.4,0.46857440450537874,0.30827568861561605,0.20579748713158796
0.41000000000000003,0.471482781963445,0.2908377458066295,0.20875262593087984
0.42,0.4742264270173002,0.27436450538551926,0.211542738037497
0.43,0.4768144537336352,0.258802671633496,0.21417694582563773
0.44,0.4792554726630278,0.24410189293926354,0.21666386772235446
0.45,0.48155761865467256,0.23021459916447687,0.21901164604543322
0.46,0.483728577134606,0.21709584799334442,0.22122797330456945
0.47000000000000003,0.48577560893230504,0.20470317976990296,0.22332011704876464
0.48,0.4877055737358473,0.1929964803542265,0.22529494334175082
0.49,0.4895249522513926,0.18193785155453368,0.2271589389403048
0.5,0.49123986713855927,0.17149148871666708,0.22891823224727004
0.51,0.4928561027893162,0.16162356507568978,0.23057861310772654
0.52,0.4943791240142754,0.1523021224959252,0.23214555151097316
0.53,0.49581409369674123,0.14349696824658267,0.23362421525961008
0.54,0.497165889471537,0.13517957747957923,0.23501948666266992
0.55,0.49843911948248276,0.1273230010945752,0.2363359783066642
0.56,0.4996381372694183,0.11990177869355391,0.23757804795505
0.5700000000000001,0.5007670558328573,0.11289185634390005,0.2387498126251506
0.58,0.5018297609216998,0.10627050888425175,0.2398551618869672
0.59,0.5028299235869225,0.10001626652226138,0.2408977704277484
0.6,0.503771012041794,0.09410884548714572,0.24188110992233525
0.61,0.5046563028669239,0.0885290825129944,0.24280846024756952
0.62,0.5054888915963373,0.08325887294133996,0.24368292007778858
0.63,0.5062717027187658,0.07828111224285389,0.24450741689400624
0.64,0.5070074991264618,0.07357964076960602,0.24528471644171435
0.65,0.5076988910420523,0.0691391915590581,0.24601743166441248
0.66,0.5083483444522677,0.06494534102154088,0.24670803114525175
0.67,0.5089581890757845,0.06098446235168014,0.2473588470811383
0.68,0.5095306258909196,0.0572436815135078,0.2479720828173666
0.6900000000000001,0.5100677342474884,0.05371083565688842,0.24854981996506442
0.7000000000000001,0.5105714785857998,0.050374433831138286,0.24909402512637124
0.71,0.5110437147844873,0.04722361986875159,0.24960655624719408
0.72,0.5114861961576829,0.04424813731955932,0.2500891686200326
0.73,0.5119005791209017,0.041438296321882624,0.2505435205543698
0.74,0.5122884285439391,0.0387849423037352,0.25097117873409025
0.75,0.5126512228080696,0.03627942641305193,0.25137362327930024
0.76,0.5129903585838829,0.033913577581321054,0.2517522525279908
0.77,0.5133071553451873,0.031679676130452326,0.252108387553862
0.78,0.5136028596335637,0.029570428837633847,0.25244327643459175
0.79,0.5138786490873394,0.02757894537757536,0.2527580982840162
0.8,0.5141356362480014,0.02569871606620265,0.2530539670623212
0.81,0.5143748721563379,0.023923590833654897,0.2533319351745025
0.8200000000000001,0.5145973497499278,0.022247759358979935,0.25359299687152514
0.8300000000000001,0.5148040070729484,0.020665732302063262,0.2538380914621765
0.84,0.514995730308673,0.019172323572461937,0.2540681063488802
0.85,0.5151733566444485,0.01776263357755381,0.25428387989428825
0.86,0.5153376769784108,0.016432033396224434,0.25448620413108813
0.87,0.5154894384766782,0.015176149826736242,0.25467582732100935
0.88,0.5156293469892838,0.01399085126055857,0.254853456372798
0.89,0.515758069332649,0.012872234336523571,0.2550197591265786
0.9,0.515876235445972,0.01181661133230302,0.2551753665125265
0.91,0.5159844404284949,0.010820498252281487,0.25532087458933894
0.92,0.5160832464642301,0.009880603573522285,0.2554568464709077
0.93,0.5161731846403642,0.008993817613408341,0.25558381414624975
0.9400000000000001,0.51625475666521,0.008157202484581606,0.2557022801987301
0.9500000000000001,0.5163284364912588,0.007367982604873926,0.25581271943098294
0.96,0.5163946718485721,0.006623535731336207,0.2559155803989156
0.97,0.5164538856934692,0.005921384489703553,0.25601128686239005
0.98,0.5165064775771854,0.00525918837162206,0.25610023915426783
0.99,0.5165528249389267,0.004634736174135447,0.25618281547548405
1.0,0.5165932843274931,0.004045938856631516,0.2562593731167708
1.01,0.5166281925554184,0.003490822792525496,0.25633024961454276
1.02,0.5166578677893547,0.002967523393635975,0.25639576384176666
1.03,0.5166826105802227,0.002474279086794297,0.2564562170391962
1.04,0.5167027048364544,0.0020094256231701925,0.2565118937893497
1.05,0.5167184187434741,0.0015713907019704444,0.2565630629368625
1.06,0.5167300056323855,0.001158688891130856,0.2566099784579332
1.07,0.516737704800671,0.0007699168285548077,0.25665288028153865
1.08,0.5167417422875561,0.00040374868850248235,0.2566919950657849
1.09,0.5167423316065397,5.8931898355886394e-05,0.25672753693074557
1.1,0.5167396744374599,-0.0002657169079724562,0.25675970815129934
1.11,0.5167339612803292,-0.0005713157130723055,0.2567886998116362
1.12,0.5167253720730494,-0.0008589207279825693,0.2568146924229988
1.1300000000000001,0.516714076775005,-0.0011295298044354794,0.25683785650866364
