theta,theta_dot,tau,J,b,k
-0.6590844075244963,-3.0123353823174663,-1.3439102655111506,0.5851059586529205,0.3438573832588904,1.1029457358000088
-0.6891444487055106,-3.0060041181014325,-1.3923296499454696,0.5851584230031364,0.3438966732262601,1.102858425193093
-0.719135807214322,-2.9991358508811405,-1.3919030182110979,0.5852108021949363,0.34393595221946166,1.1027710487567886
-0.749049077190366,-2.991326997604394,-1.367584315665511,0.5852630961759412,0.3439752202286754,1.1026836065470165
-0.7788790371989301,-2.9829960008564194,-1.3673323933707526,0.585315304893857,0.34401447724408435,1.1025960986197396
-0.8086423611457623,-2.976332394683209,-1.4949658581524865,0.5853674282964749,0.34405372325587413,1.1025085250309634
-0.8383176509065946,-2.967528976083231,-1.4002299846645094,0.5854194663316717,0.3440929582542334,1.1024208858367344
-0.8679152963000546,-2.959764539346004,-1.490742005871612,0.5854714189474093,0.3441321822293533,1.102333181093142
-0.8974305708066963,-2.951527450664165,-1.493021219962435,0.5855232860917351,0.344171395171428,1.1022454108563173
-0.9268705254585548,-2.9439954651858455,-1.5640026372305778,0.5855750677127819,0.344210597070654,1.102157575182433
-0.9562207277116292,-2.9350202253074547,-1.5093316440761266,0.5856267637587682,0.344249787917231,1.102069674127704
-0.9854764209665032,-2.925569325487397,-1.5107140699487438,0.5856783741779977,0.3442889677013612,1.1019817077483873
-1.014636498389465,-2.9160077422961628,-1.5331955543916922,0.5857298989188604,0.3443281364132498,1.1018936761007811
-1.04370324827893,-2.9066749889464973,-1.5754145760769602,0.5857813379298311,0.34436729404310445,1.1018055792412256
-1.072668643063552,-2.8965394784622016,-1.5571722955846383,0.5858326911594711,0.34440644058113584,1.1017174172261028
-1.1015291501841444,-2.886050712059257,-1.5648632995798686,0.5858839585564272,0.3444455760175573,1.1016291901118365
-1.1302854000276947,-2.875624984355026,-1.5966997016641367,0.5859351400694317,0.34448470034258505,1.101540897954892
-1.1589312307229982,-2.8645830695303385,-1.588636001396686,0.5859862356473035,0.3445238135464379,1.1014525408117763
-1.1874655718857143,-2.8534341162716026,-1.6100641825708162,0.5860372452389466,0.34456291561933755,1.101364118739038
-1.2158996689659214,-2.8434097080207015,-1.7035073124401603,0.5860881687933518,0.34460200655150863,1.101275631793267
-1.2442275039275164,-2.83278349615949,-1.6960450906784676,0.5861390062595954,0.3446410863331782,1.1011870800310952
-1.2724411767921755,-2.8213672864659145,-1.6772147279557426,0.5861897575868398,0.3446801549545765,1.1010984635091956
-1.3005240572132681,-2.808288042109272,-1.6067915178726413,0.5862404227243339,0.3447192124059363,1.1010097822842828
-1.3284751052040904,-2.7951047990822246,-1.6270331123152177,0.5862910016214123,0.3447582586774932,1.1009210364131128
-1.3563134729185953,-2.783836771450478,-1.7654815618224724,0.5863414942274965,0.34479729375948565,1.100832225952483
-1.3840220928385392,-2.770861991994384,-1.6920904999428998,0.5863919004920934,0.34483631764215494,1.100743350959232
-1.4116078133110814,-2.758572047254224,-1.7581977186730933,0.5864422203647972,0.34487533031574497,1.1006544114902397
-1.4390512868459162,-2.744347353483473,-1.6707702073415265,0.5864924537952878,0.34491433177050274,1.1005654076024276
-1.4663656413535122,-2.731435450759604,-1.7729755281786121,0.5865426007333319,0.3449533219966778,1.1004763393527581
-1.49352822576797,-2.716258441445777,-1.6656219652447461,0.5865926611287823,0.3449923009845225,1.1003872067982348
-1.5205371112707766,-2.700888550280648,-1.6788568857480233,0.5866426349315789,0.34503126872429224,1.1002980099959025
-1.5473917196523226,-2.685460838154596,-1.6997721195720286,0.5866925220917477,0.3450702252062451,1.1002087490028474
-1.57409171966606,-2.6700000013737357,-1.7219401210359864,0.5867423225594017,0.3451091704206418,1.1001194238761962
-1.6006380949117,-2.6546375245640013,-1.7516357031161276,0.5867920362847403,0.3451481043577462,1.100030034673117
-1.6270292929871888,-2.639119807548869,-1.7663089454464556,0.58684166321805,0.3451870270078247,1.0999405814508194
-1.6532570717150892,-2.622777872790028,-1.7414887359908553,0.5868912033097036,0.3452259383611466,1.0998510642665529
-1.6793340637238348,-2.6076992008745656,-1.838712868355865,0.5869406565101611,0.34526483840798433,1.0997614831776088
-1.7052523512724969,-2.5918287548662033,-1.8155852838130089,0.5869900227699694,0.3453037271386126,1.0996718382413186
-1.7309911571116154,-2.573880583911867,-1.7165057295160902,0.5870393020397622,0.3453426045433093,1.0995821295150556
-1.7565479336426004,-2.555677653098487,-1.723509084374937,0.5870884942702601,0.34538147061235513,1.099492357056233
-1.7819404574901894,-2.539252384758897,-1.8495469704939282,0.5871375994122712,0.34542032533603356,1.0994025209223053
-1.8071583676974108,-2.521791020722147,-1.8108097246417587,0.58718661741669,0.34545916870463084,1.0993126211707676
-1.8322089108440873,-2.505054314667657,-1.8749043044219442,0.5872355482344986,0.3454980007084362,1.0992226578591555
-1.85709287219904,-2.4883961354952646,-1.9011202435655692,0.5872843918167663,0.3455368213377416,1.099132631045046
-1.8818035088968783,-2.471063669783831,-1.8829599673124544,0.5873331481146495,0.345575630582842,1.099042540786056
-1.9063237886308795,-2.452027973400128,-1.8039255229636757,0.5873818170793919,0.3456144284340349,1.0989523871398432
-1.930657034072825,-2.4333245441945595,-1.843642159937862,0.5874303986623244,0.34565321488162093,1.0988621701641061
-1.9548105087386445,-2.4153474665819354,-1.90641711671165,0.5874788928148655,0.34569198991590355,1.0987718899165835
-1.9787762177980956,-2.396570905945108,-1.879599935955146,0.5875272994885211,0.34573075352718885,1.0986815464550548
-2.0025609180288075,-2.3784700230711784,-1.9389634128826654,0.5875756186348845,0.3457695057057861,1.0985911398373396
-2.0261459144187195,-2.358499638991196,-1.8488016599900292,0.5876238502056367,0.3458082464420071,1.098500670121298
-2.0495358829891126,-2.3389968570393065,-1.8950953034552924,0.5876719941525458,0.3458469757261667,1.0984101373648314
-2.0727260155227314,-2.3190132533618857,-1.8855944055537566,0.5877200504274682,0.3458856935485826,1.09831954162588
-2.0956982471097456,-2.2972231587014296,-1.797778767541638,0.5877680189823474,0.3459243998995754,1.0982288829624252
-2.1184739815284597,-2.2775734418713975,-1.9410790554932724,0.5878158997692149,0.3459630947694684,1.0981381614324888
-2.141028821875984,-2.255484034752461,-1.8156732156730513,0.58786369274019,0.346001778148588,1.0980473770941324
-2.1633777356069723,-2.234891373098819,-1.9205792365043983,0.5879113978474797,0.34604045002726336,1.0979565300054581
-2.18551298528954,-2.213524968256752,-1.892290223119637,0.5879590150433789,0.3460791103958264,1.0978656202246078
-2.207452274132641,-2.193928884310095,-2.0130784894649376,0.5880065442802703,0.3461177592446121,1.0977746478097639
-2.2291751032635636,-2.172282913092257,-1.9096267398163422,0.5880539855106248,0.34615639656395814,1.0976836128191487
-2.250678879167921,-2.1503775904357054,-1.9105044824268205,0.5881013386870012,0.34619502234420535,1.0975925153110249
-2.2719572197101585,-2.1278340542237766,-1.8887612387871575,0.5881486037620461,0.3462336365756972,1.0975013553436943
-2.293004938445019,-2.1047718734860426,-1.8735709969615892,0.5881957806884948,0.34627223924878014,1.0974101329755
-2.3138339707813107,-2.0829032336292,-1.958655687363959,0.5882428694191699,0.34631083035380356,1.0973188482648235
-2.334445839933081,-2.061186915177034,-1.9826655562128364,0.5882898699069832,0.34634940988111956,1.0972275012700876
-2.3548414634697394,-2.039562353665825,-2.002922659991952,0.5883367821049338,0.34638797782108344,1.0971360920497542
-2.3750076117688574,-2.016614829911798,-1.9397299999652517,0.5883836059661096,0.34642653416405295,1.0970446206623252
-2.394950438311776,-1.994282654291852,-1.9898655754079697,0.5884303414436869,0.34646507890038925,1.0969530871663424
-2.4146689698681296,-1.971853155635353,-1.9980306709516271,0.5884769884909301,0.34650361202045615,1.096861491620387
-2.4341598050017628,-1.9490835133633082,-1.9916192214534258,0.5885235470611923,0.34654213351462015,1.0967698340830803
-2.453409530548634,-1.9249725546871506,-1.9259056676145003,0.5885700171079146,0.34658064337325106,1.096678114613083
-2.4724256471427597,-1.9016116594125794,-1.9825470911723628,0.5886163985846272,0.3466191415867213,1.096586333269096
-2.4912132447425335,-1.878759759977375,-2.0250032241882856,0.5886626914449488,0.3466576281454065,1.0964944901098586
-2.5097466146313487,-1.8533369888815407,-1.886070179537268,0.5887088956425861,0.34669610303968484,1.096402585194151
-2.528038474969653,-1.829186033830414,-1.97217827954503,0.5887550111313353,0.34673456625993776,1.096310618580792
-2.5460758984323673,-1.8037423462714468,-1.907468170207005,0.5888010378650808,0.34677301779654923,1.0962185903286406
-2.5638627522480575,-1.7786853815690158,-1.9409079880947548,0.5888469757977957,0.3468114576399066,1.0961265004965945
-2.58141220809266,-1.7549455844602195,-2.028998846234057,0.5888928248835422,0.3468498857803997,1.0960343491435915
-2.5987125834345006,-1.730037534184101,-1.970917315680305,0.5889385850764713,0.3468883022084217,1.0959421363286084
-2.6157658153111893,-1.7053231876688808,-1.9923589504977537,0.5889842563308227,0.3469267069143683,1.0958498621106612
-2.6325661737845354,-1.6800358473345856,-1.968432910392599,0.5890298386009253,0.3469650998886385,1.0957575265488055
-2.649109146782881,-1.6542972998345666,-1.9511949047149186,0.5890753318411966,0.34700348112163387,1.0956651297021363
-2.6654076590042934,-1.6298512221412513,-2.036232853448292,0.5891207360061436,0.3470418506037593,1.095572671629787
-2.681456122326342,-1.6048463322048487,-2.0123870641122887,0.5891660510503619,0.3470802083254223,1.0954801523909312
-2.6972363990951007,-1.5780276768758954,-1.9141202348635205,0.5892112769285366,0.3471185542770335,1.0953875720447814
-2.712766530173692,-1.553013107859135,-2.028093010240568,0.5892564135954418,0.3471568884490063,1.0952949306505886
-2.728048108872826,-1.5281578699134188,-2.0455038585176655,0.5893014610059408,0.34719521083175725,1.0952022282676432
-2.7430587864408,-1.5010677567973811,-1.9215928274934624,0.5893464191149864,0.34723352141570574,1.0951094649552753
-2.7578066998405277,-1.4747913399727668,-1.9762644345974654,0.5893912878776202,0.34727182019127417,1.095016640772853
-2.7722849106874046,-1.4478210846876935,-1.9420738870187908,0.5894360672489736,0.3473101071488877,1.0949237557797837
-2.7865007294915523,-1.4215818804147533,-1.9913306457402375,0.5894807571842672,0.34734838227897474,1.094830810035514
-2.800446585660991,-1.3945856169438746,-1.9528280614171019,0.5895253576388111,0.3473866455719666,1.0947378035995292
-2.8141256876753884,-1.3679102014397522,-1.977305758004686,0.5895698685680048,0.3474248970182971,1.0946447365313532
-2.8275338018883294,-1.3408114212941138,-1.9577213669094553,0.5896142899273373,0.3474631366084037,1.0945516088905491
-2.8406835789527585,-1.3149777064429307,-2.03724470842439,0.5896586216723875,0.3475013643327263,1.0944584207367185
-2.853570619884188,-1.2887040931429243,-2.0163894734610026,0.5897028637588234,0.3475395801817082,1.094365172129502
-2.866183900065017,-1.261328018082914,-1.956011093870721,0.5897470161424031,0.3475777841457952,1.0942718631285784
-2.878534432917598,-1.2350532852580918,-2.0249142513044407,0.5897910787789741,0.34761597621543644,1.0941784937936658
-2.8906057144767807,-1.2071281559182843,-1.9316109271915445,0.5898350516244738,0.34765415638108393,1.0940850641845203
-2.9024082361268935,-1.180252165011297,-1.9966494027514134,0.5898789346349294,0.34769232463319255,1.0939915743609367
-2.913923967261864,-1.1515731134970288,-1.8935058585423334,0.5899227277664577,0.3477304809622202,1.093898024382749
-2.925151529611325,-1.1227562349461138,-1.887644797981945,0.5899664309752659,0.34776862535862785,1.0938044143098289
-2.9360990128670044,-1.0947483255679502,-1.9372770771804593,0.5900100442176506,0.34780675781287945,1.0937107442020868
-2.9467680617594763,-1.0669048892472024,-1.948858540591545,0.5900535674499985,0.3478448783154419,1.0936170141194714
-2.957145272155322,-1.0377210395845902,-1.8713871559274053,0.5900970006287864,0.3478829868567849,1.0935232241219706
-2.967247627673332,-1.0102355518010093,-1.9724450121792505,0.5901403437105813,0.3479210834273816,1.093429374269609
-2.9770608422414298,-0.9813214568097588,-1.889255328171181,0.59018359665204,0.3479591680177076,1.0933354646224516
-2.986593378466594,-0.9532536225164463,-1.939504917863915,0.5902267594099095,0.34799724061824183,1.0932414952405995
-2.9958447331772797,-0.925135471068542,-1.9368232428796244,0.5902698319410271,0.3480353012194662,1.093147466184194
-3.004814928306212,-0.8970195128932432,-1.9369121671042668,0.5903128142023204,0.34807334981186544,1.0930533775134132
-3.013487197949723,-0.8672269643511016,-1.83758281118173,0.5903557061508069,0.3481113863859275,1.092959229288474
-3.0218803809077452,-0.839318295802227,-1.9475356819338288,0.5903985077435949,0.34814941093214324,1.0928650215696314
-3.029997940446347,-0.8117559538601673,-1.9670683011600518,0.5904412189378826,0.3481874234410065,1.0927707544171779
-3.037810667255664,-0.7812726809317241,-1.7934933827106367,0.5904838396909589,0.34822542390301414,1.0926764278914447
-3.045336035648006,-0.7525368392342272,-1.8942188434674123,0.590526369960203,0.34826341230866603,1.092582042052801
-3.0525817066819605,-0.7245671033954459,-1.9372961134383484,0.5905688097030848,0.34830138864846516,1.0924875969616534
-3.0595382285845445,-0.6956521902584208,-1.8792673714856243,0.5906111588771644,0.34833935291291734,1.092393092678447
-3.066197839984845,-0.6659611400300612,-1.8305665141561938,0.5906534174400927,0.34837730509253156,1.0922985292636644
-3.0725651397474825,-0.6367299762637529,-1.8542723345286727,0.5906955853496111,0.34841524517781974,1.0922039067778264
-3.0786443818062,-0.6079242058717502,-1.875781968099885,0.5907376625635516,0.34845317315929686,1.092109225281491
-3.0844295804227024,-0.5785198616502204,-1.8366316111952685,0.5907796490398373,0.348491089027481,1.0920144848352547
-3.0899147408092267,-0.5485160386524391,-1.7968898169264427,0.5908215447364814,0.34852899277289306,1.091919685499751
-3.0951093248124115,-0.5194584003184654,-1.8479308032134003,0.5908633496115884,0.3485668843860572,1.091824827335652
-3.1000133400671355,-0.49040152547237487,-1.8431236508813298,0.5909050636233533,0.3486047638575005,1.0917299104036664
-3.1046277665702178,-0.4614426503082497,-1.843742605460743,0.5909466867300621,0.3486426311777532,1.0916349347645415
-3.1089502357648304,-0.43224691946127414,-1.824287833828002,0.5909882188900918,0.3486804863373482,1.0915399004790614
-3.1129851578281817,-0.40349220633511845,-1.8444911831355864,0.5910296600619103,0.34871832932682195,1.091444807608048
-3.116728593013221,-0.37434351850390724,-1.8151812380647656,0.5910710102040762,0.3487561601367136,1.091349656212361
-3.120178610427986,-0.34500174147649365,-1.7972842601177188,0.5911122692752394,0.3487939787575655,1.091254446352897
-3.123321493505968,-0.31428830779820166,-1.7093239126013573,0.591153437234141,0.3488317851799229,1.0911591780905907
-3.126169936679614,-0.2848443173645987,-1.77667624630694,0.5911945140396131,0.34886957939433433,1.0910638514864133
-3.128711279762177,-0.25413430825630695,-1.6942523433922076,0.5912354996505786,0.3489073613913511,1.0909684666013741
-3.130961272188903,-0.22499924267261562,-1.7790180111252178,0.5912763940260521,0.3489451311615278,1.0908730234965194
-3.1329132275270983,-0.1951955338195425,-1.731358506054365,0.5913171971251392,0.348982888695422,1.0907775222329328
-3.1345664392522457,-0.16532117251471032,-1.7184952343546562,0.5913579089070368,0.3490206339835943,1.090681962871735
-3.1359198287470003,-0.1353389494754799,-1.703077834993486,0.5913985293310331,0.34905836701660825,1.090586345474084
-3.1369775115017897,-0.10576827547895452,-1.718012454873482,0.5914390583565076,0.3490960877850308,1.0904906701011752
-3.1377480260425963,-0.07705145408064235,-1.758930570409896,0.5914794959429315,0.3491337962794316,1.0903949368142405
-3.1382192857578675,-0.04712597152710529,-1.6778364920227107,0.5915198420498669,0.34917149249038365,1.0902991456745494
-3.1383997457868156,-0.018046002894818423,-1.7174989275098378,0.591560096636968,0.3492091764084628,1.090203296743408
-3.138286728091328,0.011301769548767236,-1.6912802857261635,0.5916002596639801,0.3492468480242481,1.0901073900821598
-3.137879124402156,0.040760368917199946,-1.6739313095163095,0.5916403310907401,0.3492845073283216,1.0900114257521851
-3.1371768921942165,0.07022322079393604,-1.6625253573389036,0.5916803108771767,0.3493221543112686,1.089915403814901
-3.136165600572205,0.1011291622011414,-1.565655851439589,0.5917201989833101,0.34935978896367725,1.0898193243317615
-3.1348511898690203,0.13144107031845836,-1.5884806461664127,0.5917599953692521,0.34939741127613894,1.0897231873642574
-3.1332316896589045,0.16195002101156708,-1.564369575504217,0.5917996999952063,0.3494350212392481,1.0896269929739166
-3.1313046583465134,0.19270313123911065,-1.537065184871362,0.5918393128214683,0.3494726188436021,1.0895307412223032
-3.1290780748411495,0.22265835053636768,-1.5710133752803885,0.5918788338084251,0.3495102040798017,1.0894344321710185
-3.12656911330524,0.25089615359095363,-1.65934699332849,0.5919182629165557,0.34954777693845057,1.0893380658817005
-3.123754269726531,0.2814843578709118,-1.5071876598828755,0.5919576001064311,0.34958533741015546,1.0892416424160232
-3.120632362471895,0.3121907254636149,-1.4860012015492698,0.591996845338714,0.34962288548552617,1.0891451618356978
-3.117218388735785,0.34139737361096467,-1.5602209303533456,0.5920359985741592,0.34966042115517587,1.089048624202472
-3.113505839280153,0.37125494556321814,-1.5073229614409251,0.5920750597736135,0.34969794440972046,1.0889520295781294
-3.1095065269078046,0.3999312372348195,-1.56235310066163,0.5921140288980158,0.3497354552397793,1.0888553780244912
-3.105204456415606,0.43020704921988395,-1.4528260546911416,0.5921529059083969,0.3497729536359745,1.088758669603414
-3.100603380146002,0.4601076269603925,-1.4593395112960112,0.5921916907658796,0.34981043958893154,1.0886619043767913
-3.095711415978836,0.489196416716584,-1.4915143698428335,0.5922303834316793,0.349847913089279,1.088565082406553
-3.0905152718896756,0.5196144089160251,-1.3968574398844615,0.5922689838671034,0.3498853741276485,1.0884682037546647
-3.085039740852746,0.5475531036929624,-1.5269732626504673,0.5923074920335512,0.3499228226946746,1.0883712684831293
-3.0792779841606746,0.5761756692071478,-1.4703016109892795,0.5923459078925145,0.3499602587809954,1.0882742766539848
-3.073225189609601,0.6052794551073635,-1.425077649045575,0.5923842314055778,0.3499976823772517,1.0881772283293063
-3.0668880434839454,0.6337146125655186,-1.4474835930346808,0.5924224625344173,0.3500350934740876,1.0880801235712048
-3.0602530295171215,0.6635013966824058,-1.3501262826579734,0.592460601240802,0.3500724920621505,1.0879829624418271
-3.053321254828764,0.6931774688357885,-1.3386039924226891,0.5924986474865932,0.35010987813209066,1.0878857450033566
-3.04610117206122,0.7220082767543807,-1.3703225811068394,0.5925366012337446,0.3501472516745615,1.0877884713180124
-3.038587194676399,0.7513977384821005,-1.3188366235752746,0.5925744624443025,0.3501846126802197,1.0876911414480492
-3.0307857867532264,0.7801407923172826,-1.3382439426375776,0.5926122310804056,0.3502219611397249,1.0875937554557586
-3.022692039649657,0.8093747103569561,-1.2901689232468885,0.5926499071042854,0.3502592970437402,1.0874963134034676
-3.0143020696922007,0.8389969957456392,-1.2476747185071906,0.5926874904782657,0.35029662038293147,1.087398815353539
-3.005631437040271,0.8670632651929736,-1.3199674238270744,0.5927249811647635,0.35033393114796785,1.0873012613683715
-2.9966777377452707,0.8953699295000223,-1.2860268833349664,0.5927623791262877,0.35037122932952175,1.0872036515103995
-2.987444486779061,0.9233250966209643,-1.286779634588111,0.5927996843254405,0.35040851491826863,1.087105985842094
-2.977921149027028,0.9523337752033331,-1.2040599567787156,0.5928368967249167,0.350445787904887,1.08700826442596
-2.9681145366728363,0.9806612354191468,-1.2234953718522985,0.5928740162875039,0.3504830482800586,1.08691048732454
-2.9580282157195925,1.0086320953243655,-1.223619600276719,0.5929110429760825,0.35052029603446844,1.086812654600411
-2.9476515552004994,1.0376660519093346,-1.1393867825969504,0.5929479767536261,0.35055753115880456,1.0867147663161862
-2.9369769961261474,1.0674559074351777,-1.072674288535048,0.5929848175832004,0.3505947536437581,1.0866168225345139
-2.926032944709762,1.0944051416385292,-1.2186489237552585,0.5930215654279651,0.3506319634800235,1.086518823318078
-2.914794855389259,1.1238089320503144,-1.0513128676560166,0.593058220251172,0.35066916065829834,1.0864207687295981
-2.903280202242004,1.1514653147254845,-1.1319951486192614,0.5930947820161665,0.3507063451692833,1.0863226588318293
-2.8914786529001906,1.1801549341813515,-1.0480740865613827,0.5931312506863866,0.35074351700368217,1.0862244936875616
-2.8793945615252308,1.208409137495991,-1.050587516893531,0.5931676262253639,0.3507806761522021,1.086126273359621
-2.8670323932511,1.236216827413051,-1.0536086136311391,0.5932039085967227,0.35081782260555316,1.0860279979108685
-2.854402094156199,1.2630299094900967,-1.0890031889390297,0.5932400977641806,0.3508549563544489,1.0859296674042
-2.8414953234401024,1.2906770716096794,-1.0159715853488478,0.5932761936915485,0.35089207738960587,1.0858312819025477
-2.828327625174818,1.3167698265284542,-1.0840535648461715,0.5933121963427306,0.35092918570174364,1.0857328414688776
-2.8148935645652746,1.3434060609543268,-1.0279318788713663,0.593348105681724,0.3509662812815853,1.085634346166192
-2.8011871569241125,1.370640764116232,-0.9680641828735037,0.5933839216726197,0.35100336411985694,1.0855357960575276
-2.787218183617487,1.3968973306625123,-1.0012461526865966,0.5934196442796014,0.3510404342072878,1.0854371912059568
-2.7729765247307494,1.4241658886737647,-0.9163891249220099,0.5934552734669465,0.3510774915346104,1.0853385316745867
-2.758467105058093,1.450941967265653,-0.9201635373160496,0.5934908091990261,0.3511145360925603,1.085239817526559
-2.7436964985705767,1.477060648751633,-0.9336130293420006,0.5935262514403041,0.35115156787187646,1.085141048825051
-2.728658928704003,1.5037569866573879,-0.873707608762016,0.5935616001553385,0.351188586863301,1.0850422256332748
-2.7133732782723943,1.5285650431608462,-0.9596839815669557,0.5935968553087807,0.351225593057579,1.084943348014477
-2.6978249136533163,1.5548364619077835,-0.8471046092673645,0.5936320168653753,0.3512625864454591,1.0848444160319393
-2.682014796087262,1.5810117566054158,-0.8262987798306884,0.5936670847899608,0.35129956701769277,1.0847454297489785
-2.6659409108026293,1.6073885284632923,-0.7875760961414623,0.5937020590474693,0.35133653476503496,1.0846463892289453
-2.6496131541242027,1.6327756678426453,-0.8192170416498399,0.5937369396029266,0.3513734896782438,1.084547294535226
-2.633032269022361,1.6580885101841736,-0.7965886597344198,0.5937717264214522,0.3514104317480804,1.084448145731241
-2.6161972295663696,1.6835039455991403,-0.7632100560345538,0.5938064194682591,0.35144736096530943,1.0843489428804456
-2.599122137954224,1.707509161214559,-0.819357687569039,0.5938410187086544,0.35148427732069837,1.0842496860463298
-2.5817969683320454,1.7325169622178507,-0.7324615119464412,0.5938755241080387,0.3515211808050183,1.0841503752924175
-2.564233388825254,1.7563579506791267,-0.773779298732259,0.5939099356319067,0.3515580714090433,1.084051010682268
-2.5464148687926698,1.7818520032584133,-0.6477736783400789,0.593944253245847,0.35159494912355066,1.0839515922794747
-2.528350236609039,1.8064632183630782,-0.671528095948345,0.5939784769155418,0.35163181393932114,1.0838521201476652
-2.510053517821116,1.8296718787923174,-0.726205930705703,0.5940126066067677,0.3516686658471383,1.0837525943505015
-2.49150942527309,1.8544092548026245,-0.6070058746713461,0.5940466422853947,0.3517055048377893,1.0836530149516805
-2.4727321778646445,1.8777247408445146,-0.662281474137725,0.5940805839173873,0.35174233090206436,1.0835533820149326
-2.453727242505008,1.9004935359636705,-0.6658194375420734,0.5941144314688037,0.35177914403075694,1.083453695604023
-2.434483541600164,1.9243700904843888,-0.571010033721875,0.5941481849057966,0.35181594421466383,1.0833539557827512
-2.4150088811355404,1.9474660464623632,-0.5877497859657287,0.5941818441946123,0.35185273144458484,1.0832541626149506
-2.3953000954030994,1.970878573244074,-0.5393260102604329,0.5942154093015918,0.3518895057113233,1.0831543161644888
-2.375356856854666,1.9943238548433444,-0.5074031745365868,0.5942488801931698,0.35192626700568574,1.0830544164952673
-2.3551785331740493,2.0178323680616486,-0.47340584444757067,0.5942822568358754,0.35196301531848156,1.082954463671222
-2.334770508974383,2.040802419966629,-0.4748932047398432,0.5943155391963321,0.35199975064052386,1.082854457756323
-2.314125576459954,2.0644932514428613,-0.40148459935730313,0.5943487272412574,0.35203647296262874,1.0827543988145738
-2.293259287945638,2.086628851431633,-0.46284544409352657,0.5943818209374634,0.3520731822756157,1.0826542869100122
-2.272164316806659,2.109497113897863,-0.3885312513925152,0.5944148202518562,0.3521098785703073,1.0825541221067099
-2.2508562643697947,2.130805243686447,-0.4500040524511217,0.5944477251514367,0.35214656183752957,1.082453904468772
-2.2293094529293023,2.1546811440492575,-0.2664127762895098,0.5944805356032999,0.35218323206811164,1.0823536340603384
-2.20755564832414,2.1753804605162363,-0.42315418880711503,0.5945132515746354,0.35221988925288594,1.0822533109455814
-2.1855874448347254,2.1968203489414257,-0.3479211264686494,0.5945458730327273,0.3522565333826882,1.0821529351887085
-2.163414612018471,2.217283281625439,-0.3743138038346424,0.5945783999449539,0.35229316444835745,1.08205250685396
-2.141022286512719,2.2392325505752173,-0.25436857852509037,0.5946108322787885,0.3523297824407358,1.0819520260056095
-2.118418234431159,2.2604052081559773,-0.2682202501820249,0.5946431700017987,0.3523663873506689,1.0818514927079654
-2.0956225214973228,2.279571293383624,-0.3552673520808205,0.5946754130816467,0.3524029791690053,1.0817509070253688
-2.0726106447692567,2.3011876728066216,-0.17777713585454746,0.5947075614860896,0.35243955788659725,1.0816502690221943
-2.049397482499681,2.3213162269575744,-0.23339260445308646,0.5947396151829789,0.3524761234943,1.0815495787628506
-2.025980371841713,2.341711065796793,-0.1849980875481765,0.5947715741402608,0.35251267598297215,1.0814488363117793
-2.0023782497667044,2.3602122075008847,-0.26476723901868215,0.5948034383259766,0.35254921534347555,1.0813480417334553
-1.9785721176963418,2.3806132070362622,-0.11936541502957948,0.5948352077082619,0.3525857415666755,1.0812471950923876
-1.9545847861855457,2.39873315107961,-0.22177325884294846,0.5948668822553475,0.3526222546434402,1.0811462964531178
-1.9304030062783442,2.4181779907201597,-0.11029002116685427,0.5948984619355586,0.35265875456464163,1.081045345880221
-1.9060555949866005,2.4347411291743586,-0.2483876323955116,0.5949299467173158,0.3526952413211546,1.0809443434383055
-1.8815102418118823,2.4545353174718194,-0.023659312251689157,0.5949613365691341,0.3527317149038575,1.080843289192013
-1.856789879541793,2.4720362270089384,-0.12625431945467713,0.5949926314596238,0.352768175303632,1.0807421832060182
-1.8318821068632065,2.490777267858637,-0.019240918743886094,0.5950238313574899,0.3528046225113629,1.080641025545029
-1.8067896913054882,2.509241555771846,-0.0018465057675731873,0.5950549362315326,0.3528410565179385,1.0805398162737863
-1.7815275617765138,2.5262129528974393,-0.056726422487478737,0.595085946050647,0.3528774773142503,1.0804385554570637
-1.7560927456523472,2.5434816124166666,-0.005427903130390904,0.5951168607838233,0.35291388489119296,1.0803372431596683
-1.7304827924020696,2.560995325027769,0.043052697423357426,0.5951476804001467,0.35295027923966465,1.0802358794464402
-1.7047089109450029,2.5773881457066756,0.010508369158256613,0.5951784048687976,0.35298666035056686,1.080134464382252
-1.6787759068792243,2.5933004065778578,0.01584763466481187,0.5952090341590516,0.35302302821480425,1.0800329980320091
-1.6526577853802862,2.6118121498938094,0.2045183004201815,0.5952395682402793,0.35305938282328486,1.0799314804606504
-1.6263860006845106,2.6271784695775673,0.05234131463983156,0.5952700070819468,0.35309572416692,1.079829911733147
-1.599948977503289,2.6437023181221635,0.15535122931558612,0.5953003506536152,0.3531320522366244,1.0797282919145026
-1.5733661873138285,2.6582790189460517,0.0741201253045846,0.5953305989249408,0.35316836702331605,1.0796266210697543
-1.5466406460065478,2.6725541307280607,0.09031271320000843,0.5953607518656754,0.35320466851791626,1.079524899263971
-1.5197591445334322,2.688150147311572,0.20314838999907436,0.5953908094456661,0.35324095671134953,1.079423126562255
-1.4927351210586424,2.702402347478979,0.15795942410069594,0.5954207716348553,0.3532772315945439,1.0793213030297408
-1.465570063145771,2.7165057912871338,0.18359693063590446,0.5954506384032808,0.3533134931584307,1.0792194287315953
-1.4382678541276446,2.7302209018126464,0.19506227426895587,0.595480409721076,0.3533497413939445,1.079117503733018
-1.4108122402022336,2.7455613925410933,0.3264501253308809,0.5955100855584692,0.3533859762920232,1.0790155280992413
